id,name,price,size
25702,Irohasu,70,500
25703,Wilkinson,75,500
25704,Perrier,79,500
25705,Wilkinson,75,500
25706,Irohasu,70,500
25707,AlcaliIonWater,79,2000
25708,AlcaliIonWater,79,2000
25709,Onsensui,321,2000
25710,Irohasu,70,500
25711,Wilkinson,75,500
25712,Perrier,79,500
25713,Onsensui,321,2000
25714,AmebaWater,0,0
25715,AmebaWater,0,0
25716,Volvic,66,500
25717,Irohasu,70,500
25718,AmebaWater,0,0
25719,Perrier,79,500
25720,AmebaWater,0,0
25721,Wilkinson,75,500
25722,Contrex,108,1500
25723,AlcaliIonWater,79,2000
25724,Onsensui,321,2000
25725,CrystalGeyser,35,500
25726,Onsensui,321,2000
25727,Perrier,79,500
25728,Irohasu,70,500
25729,AlcaliIonWater,79,2000
25730,Perrier,79,500
25731,AlcaliIonWater,79,2000
25732,AlcaliIonWater,79,2000
25733,CrystalGeyser,35,500
25734,CrystalGeyser,35,500
25735,AlcaliIonWater,79,2000
25736,Wilkinson,75,500
25737,Perrier,79,500
25738,Onsensui,321,2000
25739,Irohasu,70,500
25740,Contrex,108,1500
25741,AmebaWater,0,0
25742,AmebaWater,0,0
25743,Wilkinson,75,500
25744,Volvic,66,500
25745,Contrex,108,1500
25746,Volvic,66,500
25747,AlcaliIonWater,79,2000
25748,Wilkinson,75,500
25749,Irohasu,70,500
25750,CrystalGeyser,35,500
25751,Contrex,108,1500
25752,AmebaWater,0,0
25753,Wilkinson,75,500
25754,CrystalGeyser,35,500
25755,Contrex,108,1500
25756,Onsensui,321,2000
25757,Onsensui,321,2000
25758,Perrier,79,500
25759,Irohasu,70,500
25760,Irohasu,70,500
25761,AlcaliIonWater,79,2000
25762,Irohasu,70,500
25763,Wilkinson,75,500
25764,Volvic,66,500
25765,Contrex,108,1500
25766,Volvic,66,500
25767,Perrier,79,500
25768,Wilkinson,75,500
25769,CrystalGeyser,35,500
25770,Irohasu,70,500
25771,AlcaliIonWater,79,2000
25772,Contrex,108,1500
25773,Wilkinson,75,500
25774,Wilkinson,75,500
25775,Wilkinson,75,500
25776,Wilkinson,75,500
25777,AmebaWater,0,0
25778,Irohasu,70,500
25779,Perrier,79,500
25780,Onsensui,321,2000
25781,Wilkinson,75,500
25782,Irohasu,70,500
25783,Contrex,108,1500
25784,Irohasu,70,500
25785,AlcaliIonWater,79,2000
25786,Perrier,79,500
25787,Contrex,108,1500
25788,Wilkinson,75,500
25789,Wilkinson,75,500
25790,AmebaWater,0,0
25791,AmebaWater,0,0
25792,AlcaliIonWater,79,2000
25793,AlcaliIonWater,79,2000
25794,Contrex,108,1500
25795,AmebaWater,0,0
25796,Wilkinson,75,500
25797,Contrex,108,1500
25798,Volvic,66,500
25799,Volvic,66,500
25800,AmebaWater,0,0
25801,Volvic,66,500
25802,AmebaWater,0,0
25803,Onsensui,321,2000
25804,AmebaWater,0,0
25805,Perrier,79,500
25806,AmebaWater,0,0
25807,Irohasu,70,500
25808,CrystalGeyser,35,500
25809,AlcaliIonWater,79,2000
25810,AmebaWater,0,0
25811,Perrier,79,500
25812,Wilkinson,75,500
25813,CrystalGeyser,35,500
25814,AmebaWater,0,0
25815,Onsensui,321,2000
25816,Volvic,66,500
25817,Onsensui,321,2000
25818,Wilkinson,75,500
25819,Volvic,66,500
25820,AlcaliIonWater,79,2000
25821,Wilkinson,75,500
25822,Irohasu,70,500
25823,Irohasu,70,500
25824,AmebaWater,0,0
25825,Volvic,66,500
25826,Volvic,66,500
25827,AmebaWater,0,0
25828,Irohasu,70,500
25829,Irohasu,70,500
25830,Onsensui,321,2000
25831,CrystalGeyser,35,500
25832,AlcaliIonWater,79,2000
25833,Irohasu,70,500
25834,AlcaliIonWater,79,2000
25835,Perrier,79,500
25836,AlcaliIonWater,79,2000
25837,Irohasu,70,500
25838,Irohasu,70,500
25839,AlcaliIonWater,79,2000
25840,Wilkinson,75,500
25841,AmebaWater,0,0
25842,Wilkinson,75,500
25843,Perrier,79,500
25844,Perrier,79,500
25845,Irohasu,70,500
25846,Contrex,108,1500
25847,CrystalGeyser,35,500
25848,Onsensui,321,2000
25849,Wilkinson,75,500
25850,AlcaliIonWater,79,2000
25851,Onsensui,321,2000
25852,Wilkinson,75,500
25853,Irohasu,70,500
25854,Wilkinson,75,500
25855,CrystalGeyser,35,500
25856,Perrier,79,500
25857,AmebaWater,0,0
25858,Volvic,66,500
25859,Onsensui,321,2000
25860,Irohasu,70,500
25861,Contrex,108,1500
25862,Volvic,66,500
25863,Irohasu,70,500
25864,AlcaliIonWater,79,2000
25865,Onsensui,321,2000
25866,Onsensui,321,2000
25867,Volvic,66,500
25868,Contrex,108,1500
25869,Wilkinson,75,500
25870,Perrier,79,500
25871,Perrier,79,500
25872,Volvic,66,500
25873,Irohasu,70,500
25874,Irohasu,70,500
25875,Contrex,108,1500
25876,Wilkinson,75,500
25877,Perrier,79,500
25878,CrystalGeyser,35,500
25879,Onsensui,321,2000
25880,Volvic,66,500
25881,AlcaliIonWater,79,2000
25882,Perrier,79,500
25883,Volvic,66,500
25884,CrystalGeyser,35,500
25885,Irohasu,70,500
25886,Wilkinson,75,500
25887,Perrier,79,500
25888,Perrier,79,500
25889,Onsensui,321,2000
25890,CrystalGeyser,35,500
25891,Onsensui,321,2000
25892,Perrier,79,500
25893,Volvic,66,500
25894,Volvic,66,500
25895,Irohasu,70,500
25896,Perrier,79,500
25897,Volvic,66,500
25898,Contrex,108,1500
25899,AmebaWater,0,0
25900,Perrier,79,500
25901,Onsensui,321,2000
25902,AlcaliIonWater,79,2000
25903,Irohasu,70,500
25904,AmebaWater,0,0
25905,Perrier,79,500
25906,CrystalGeyser,35,500
25907,AlcaliIonWater,79,2000
25908,AmebaWater,0,0
25909,Wilkinson,75,500
25910,Wilkinson,75,500
25911,Wilkinson,75,500
25912,CrystalGeyser,35,500
25913,Wilkinson,75,500
25914,Volvic,66,500
25915,Contrex,108,1500
25916,Volvic,66,500
25917,CrystalGeyser,35,500
25918,Irohasu,70,500
25919,CrystalGeyser,35,500
25920,Onsensui,321,2000
25921,Volvic,66,500
25922,Contrex,108,1500
25923,Wilkinson,75,500
25924,Volvic,66,500
25925,Onsensui,321,2000
25926,Perrier,79,500
25927,Contrex,108,1500
25928,AlcaliIonWater,79,2000
25929,Volvic,66,500
25930,AmebaWater,0,0
25931,Volvic,66,500
25932,Irohasu,70,500
25933,CrystalGeyser,35,500
25934,AlcaliIonWater,79,2000
25935,CrystalGeyser,35,500
25936,Onsensui,321,2000
25937,Onsensui,321,2000
25938,Irohasu,70,500
25939,AmebaWater,0,0
25940,AmebaWater,0,0
25941,Perrier,79,500
25942,Volvic,66,500
25943,AmebaWater,0,0
25944,CrystalGeyser,35,500
25945,Irohasu,70,500
25946,Onsensui,321,2000
25947,Wilkinson,75,500
25948,Wilkinson,75,500
25949,Contrex,108,1500
25950,AlcaliIonWater,79,2000
25951,CrystalGeyser,35,500
25952,Onsensui,321,2000
25953,Contrex,108,1500
25954,Perrier,79,500
25955,Perrier,79,500
25956,AmebaWater,0,0
25957,AmebaWater,0,0
25958,Perrier,79,500
25959,AmebaWater,0,0
25960,Irohasu,70,500
25961,Perrier,79,500
25962,CrystalGeyser,35,500
25963,Onsensui,321,2000
25964,CrystalGeyser,35,500
25965,AmebaWater,0,0
25966,Volvic,66,500
25967,Irohasu,70,500
25968,Contrex,108,1500
25969,Volvic,66,500
25970,Contrex,108,1500
25971,Perrier,79,500
25972,Irohasu,70,500
25973,Wilkinson,75,500
25974,CrystalGeyser,35,500
25975,Onsensui,321,2000
25976,Contrex,108,1500
25977,Irohasu,70,500
25978,Volvic,66,500
25979,AlcaliIonWater,79,2000
25980,Contrex,108,1500
25981,Perrier,79,500
25982,Perrier,79,500
25983,Contrex,108,1500
25984,CrystalGeyser,35,500
25985,Contrex,108,1500
25986,Irohasu,70,500
25987,Volvic,66,500
25988,Irohasu,70,500
25989,CrystalGeyser,35,500
25990,Irohasu,70,500
25991,Contrex,108,1500
25992,Contrex,108,1500
25993,AlcaliIonWater,79,2000
25994,Onsensui,321,2000
25995,Irohasu,70,500
25996,AmebaWater,0,0
25997,Contrex,108,1500
25998,Wilkinson,75,500
25999,CrystalGeyser,35,500
26000,AlcaliIonWater,79,2000
26001,AlcaliIonWater,79,2000
26002,Contrex,108,1500
26003,Perrier,79,500
26004,Irohasu,70,500
26005,AmebaWater,0,0
26006,AlcaliIonWater,79,2000
26007,Wilkinson,75,500
26008,Perrier,79,500
26009,Volvic,66,500
26010,Contrex,108,1500
26011,CrystalGeyser,35,500
26012,Irohasu,70,500
26013,CrystalGeyser,35,500
26014,Contrex,108,1500
26015,AlcaliIonWater,79,2000
26016,Perrier,79,500
26017,Perrier,79,500
26018,Wilkinson,75,500
26019,CrystalGeyser,35,500
26020,CrystalGeyser,35,500
26021,Irohasu,70,500
26022,Perrier,79,500
26023,Perrier,79,500
26024,AmebaWater,0,0
26025,AlcaliIonWater,79,2000
26026,Irohasu,70,500
26027,Perrier,79,500
26028,Wilkinson,75,500
26029,Onsensui,321,2000
26030,Wilkinson,75,500
26031,Volvic,66,500
26032,AlcaliIonWater,79,2000
26033,Irohasu,70,500
26034,CrystalGeyser,35,500
26035,Irohasu,70,500
26036,Perrier,79,500
26037,AmebaWater,0,0
26038,Volvic,66,500
26039,Onsensui,321,2000
26040,CrystalGeyser,35,500
26041,Perrier,79,500
26042,Perrier,79,500
26043,AlcaliIonWater,79,2000
26044,Wilkinson,75,500
26045,AmebaWater,0,0
26046,CrystalGeyser,35,500
26047,AmebaWater,0,0
26048,Irohasu,70,500
26049,CrystalGeyser,35,500
26050,CrystalGeyser,35,500
26051,Contrex,108,1500
26052,Volvic,66,500
26053,Volvic,66,500
26054,CrystalGeyser,35,500
26055,Contrex,108,1500
26056,Contrex,108,1500
26057,Volvic,66,500
26058,Volvic,66,500
26059,Perrier,79,500
26060,Contrex,108,1500
26061,AmebaWater,0,0
26062,Contrex,108,1500
26063,Contrex,108,1500
26064,Perrier,79,500
26065,AmebaWater,0,0
26066,Contrex,108,1500
26067,Wilkinson,75,500
26068,AmebaWater,0,0
26069,AmebaWater,0,0
26070,Contrex,108,1500
26071,AmebaWater,0,0
26072,Onsensui,321,2000
26073,AmebaWater,0,0
26074,Irohasu,70,500
26075,Irohasu,70,500
26076,Wilkinson,75,500
26077,Irohasu,70,500
26078,AlcaliIonWater,79,2000
26079,CrystalGeyser,35,500
26080,AmebaWater,0,0
26081,AmebaWater,0,0
26082,AmebaWater,0,0
26083,Onsensui,321,2000
26084,Contrex,108,1500
26085,Irohasu,70,500
26086,Wilkinson,75,500
26087,Wilkinson,75,500
26088,AmebaWater,0,0
26089,CrystalGeyser,35,500
26090,CrystalGeyser,35,500
26091,AlcaliIonWater,79,2000
26092,AlcaliIonWater,79,2000
26093,Volvic,66,500
26094,AlcaliIonWater,79,2000
26095,Contrex,108,1500
26096,AlcaliIonWater,79,2000
26097,Onsensui,321,2000
26098,Irohasu,70,500
26099,AlcaliIonWater,79,2000
26100,AmebaWater,0,0
26101,Volvic,66,500
26102,AmebaWater,0,0
26103,Volvic,66,500
26104,CrystalGeyser,35,500
26105,CrystalGeyser,35,500
26106,AmebaWater,0,0
26107,Irohasu,70,500
26108,AmebaWater,0,0
26109,Irohasu,70,500
26110,Perrier,79,500
26111,CrystalGeyser,35,500
26112,Irohasu,70,500
26113,Onsensui,321,2000
26114,AlcaliIonWater,79,2000
26115,Volvic,66,500
26116,AlcaliIonWater,79,2000
26117,Contrex,108,1500
26118,AmebaWater,0,0
26119,Contrex,108,1500
26120,Irohasu,70,500
26121,Perrier,79,500
26122,Perrier,79,500
26123,Volvic,66,500
26124,Perrier,79,500
26125,Contrex,108,1500
26126,Onsensui,321,2000
26127,Contrex,108,1500
26128,Perrier,79,500
26129,Perrier,79,500
26130,AlcaliIonWater,79,2000
26131,AmebaWater,0,0
26132,Contrex,108,1500
26133,Contrex,108,1500
26134,AmebaWater,0,0
26135,CrystalGeyser,35,500
26136,Contrex,108,1500
26137,Volvic,66,500
26138,AmebaWater,0,0
26139,CrystalGeyser,35,500
26140,Perrier,79,500
26141,AlcaliIonWater,79,2000
26142,Perrier,79,500
26143,Contrex,108,1500
26144,CrystalGeyser,35,500
26145,Onsensui,321,2000
26146,Wilkinson,75,500
26147,Perrier,79,500
26148,Contrex,108,1500
26149,Onsensui,321,2000
26150,AmebaWater,0,0
26151,AmebaWater,0,0
26152,AlcaliIonWater,79,2000
26153,AlcaliIonWater,79,2000
26154,Wilkinson,75,500
26155,Perrier,79,500
26156,AlcaliIonWater,79,2000
26157,Wilkinson,75,500
26158,Volvic,66,500
26159,Wilkinson,75,500
26160,Contrex,108,1500
26161,AmebaWater,0,0
26162,AlcaliIonWater,79,2000
26163,CrystalGeyser,35,500
26164,AmebaWater,0,0
26165,AlcaliIonWater,79,2000
26166,Irohasu,70,500
26167,CrystalGeyser,35,500
26168,Volvic,66,500
26169,Wilkinson,75,500
26170,Onsensui,321,2000
26171,Volvic,66,500
26172,Wilkinson,75,500
26173,Wilkinson,75,500
26174,AlcaliIonWater,79,2000
26175,Contrex,108,1500
26176,Contrex,108,1500
26177,Perrier,79,500
26178,Volvic,66,500
26179,Contrex,108,1500
26180,CrystalGeyser,35,500
26181,CrystalGeyser,35,500
26182,Volvic,66,500
26183,Perrier,79,500
26184,Onsensui,321,2000
26185,AlcaliIonWater,79,2000
26186,Onsensui,321,2000
26187,CrystalGeyser,35,500
26188,Perrier,79,500
26189,Wilkinson,75,500
26190,AlcaliIonWater,79,2000
26191,Contrex,108,1500
26192,Volvic,66,500
26193,Wilkinson,75,500
26194,CrystalGeyser,35,500
26195,AlcaliIonWater,79,2000
26196,AmebaWater,0,0
26197,Perrier,79,500
26198,Volvic,66,500
26199,Volvic,66,500
26200,AmebaWater,0,0
26201,Perrier,79,500
26202,AmebaWater,0,0
26203,AlcaliIonWater,79,2000
26204,Onsensui,321,2000
26205,AmebaWater,0,0
26206,CrystalGeyser,35,500
26207,Wilkinson,75,500
26208,AmebaWater,0,0
26209,Wilkinson,75,500
26210,Onsensui,321,2000
26211,AmebaWater,0,0
26212,Onsensui,321,2000
26213,Volvic,66,500
26214,CrystalGeyser,35,500
26215,Wilkinson,75,500
26216,Volvic,66,500
26217,Onsensui,321,2000
26218,AlcaliIonWater,79,2000
26219,Contrex,108,1500
26220,Perrier,79,500
26221,Perrier,79,500
26222,Contrex,108,1500
26223,CrystalGeyser,35,500
26224,Volvic,66,500
26225,AmebaWater,0,0
26226,Volvic,66,500
26227,Perrier,79,500
26228,Volvic,66,500
26229,Contrex,108,1500
26230,CrystalGeyser,35,500
26231,AlcaliIonWater,79,2000
26232,Perrier,79,500
26233,Contrex,108,1500
26234,Wilkinson,75,500
26235,Wilkinson,75,500
26236,Perrier,79,500
26237,Volvic,66,500
26238,Perrier,79,500
26239,Irohasu,70,500
26240,Onsensui,321,2000
26241,Irohasu,70,500
26242,Volvic,66,500
26243,Volvic,66,500
26244,Contrex,108,1500
26245,AlcaliIonWater,79,2000
26246,AlcaliIonWater,79,2000
26247,Onsensui,321,2000
26248,AmebaWater,0,0
26249,Wilkinson,75,500
26250,Onsensui,321,2000
26251,Wilkinson,75,500
26252,CrystalGeyser,35,500
26253,Wilkinson,75,500
26254,AmebaWater,0,0
26255,Contrex,108,1500
26256,Perrier,79,500
26257,CrystalGeyser,35,500
26258,Contrex,108,1500
26259,AmebaWater,0,0
26260,AlcaliIonWater,79,2000
26261,CrystalGeyser,35,500
26262,AmebaWater,0,0
26263,AmebaWater,0,0
26264,Perrier,79,500
26265,AlcaliIonWater,79,2000
26266,Onsensui,321,2000
26267,CrystalGeyser,35,500
26268,Wilkinson,75,500
26269,Volvic,66,500
26270,CrystalGeyser,35,500
26271,Onsensui,321,2000
26272,Irohasu,70,500
26273,Contrex,108,1500
26274,Contrex,108,1500
26275,Irohasu,70,500
26276,Wilkinson,75,500
26277,Onsensui,321,2000
26278,Contrex,108,1500
26279,Volvic,66,500
26280,CrystalGeyser,35,500
26281,Perrier,79,500
26282,Contrex,108,1500
26283,Volvic,66,500
26284,AlcaliIonWater,79,2000
26285,Perrier,79,500
26286,Contrex,108,1500
26287,AlcaliIonWater,79,2000
26288,Irohasu,70,500
26289,Contrex,108,1500
26290,AlcaliIonWater,79,2000
26291,AmebaWater,0,0
26292,AmebaWater,0,0
26293,Irohasu,70,500
26294,AmebaWater,0,0
26295,Wilkinson,75,500
26296,CrystalGeyser,35,500
26297,Volvic,66,500
26298,AmebaWater,0,0
26299,Contrex,108,1500
26300,Perrier,79,500
26301,Perrier,79,500
26302,AlcaliIonWater,79,2000
26303,AlcaliIonWater,79,2000
26304,AmebaWater,0,0
26305,CrystalGeyser,35,500
26306,AmebaWater,0,0
26307,Onsensui,321,2000
26308,Volvic,66,500
26309,Perrier,79,500
26310,AlcaliIonWater,79,2000
26311,Contrex,108,1500
26312,Perrier,79,500
26313,AlcaliIonWater,79,2000
26314,Volvic,66,500
26315,Wilkinson,75,500
26316,Wilkinson,75,500
26317,Wilkinson,75,500
26318,CrystalGeyser,35,500
26319,Onsensui,321,2000
26320,Perrier,79,500
26321,Wilkinson,75,500
26322,AmebaWater,0,0
26323,Irohasu,70,500
26324,Irohasu,70,500
26325,Perrier,79,500
26326,Volvic,66,500
26327,Perrier,79,500
26328,Perrier,79,500
26329,AlcaliIonWater,79,2000
26330,CrystalGeyser,35,500
26331,Wilkinson,75,500
26332,AmebaWater,0,0
26333,Perrier,79,500
26334,Wilkinson,75,500
26335,Onsensui,321,2000
26336,Wilkinson,75,500
26337,Irohasu,70,500
26338,Onsensui,321,2000
26339,AmebaWater,0,0
26340,Onsensui,321,2000
26341,CrystalGeyser,35,500
26342,Volvic,66,500
26343,Contrex,108,1500
26344,Onsensui,321,2000
26345,AlcaliIonWater,79,2000
26346,Perrier,79,500
26347,AlcaliIonWater,79,2000
26348,Perrier,79,500
26349,CrystalGeyser,35,500
26350,Volvic,66,500
26351,Perrier,79,500
26352,Irohasu,70,500
26353,Wilkinson,75,500
26354,AlcaliIonWater,79,2000
26355,Wilkinson,75,500
26356,Onsensui,321,2000
26357,AlcaliIonWater,79,2000
26358,AlcaliIonWater,79,2000
26359,Onsensui,321,2000
26360,CrystalGeyser,35,500
26361,Perrier,79,500
26362,Onsensui,321,2000
26363,AmebaWater,0,0
26364,Onsensui,321,2000
26365,Onsensui,321,2000
26366,Volvic,66,500
26367,Volvic,66,500
26368,Wilkinson,75,500
26369,Volvic,66,500
26370,Perrier,79,500
26371,Wilkinson,75,500
26372,Irohasu,70,500
26373,Onsensui,321,2000
26374,Wilkinson,75,500
26375,Irohasu,70,500
26376,Irohasu,70,500
26377,Onsensui,321,2000
26378,Contrex,108,1500
26379,Irohasu,70,500
26380,Onsensui,321,2000
26381,Volvic,66,500
26382,Perrier,79,500
26383,Perrier,79,500
26384,Contrex,108,1500
26385,CrystalGeyser,35,500
26386,Contrex,108,1500
26387,CrystalGeyser,35,500
26388,Contrex,108,1500
26389,Contrex,108,1500
26390,Onsensui,321,2000
26391,Irohasu,70,500
26392,Onsensui,321,2000
26393,Irohasu,70,500
26394,Contrex,108,1500
26395,Perrier,79,500
26396,Onsensui,321,2000
26397,Irohasu,70,500
26398,Contrex,108,1500
26399,Wilkinson,75,500
26400,Onsensui,321,2000
26401,AlcaliIonWater,79,2000
26402,CrystalGeyser,35,500
26403,CrystalGeyser,35,500
26404,CrystalGeyser,35,500
26405,AlcaliIonWater,79,2000
26406,CrystalGeyser,35,500
26407,AlcaliIonWater,79,2000
26408,Onsensui,321,2000
26409,AmebaWater,0,0
26410,Onsensui,321,2000
26411,Irohasu,70,500
26412,Perrier,79,500
26413,Volvic,66,500
26414,Contrex,108,1500
26415,Irohasu,70,500
26416,Volvic,66,500
26417,CrystalGeyser,35,500
26418,Perrier,79,500
26419,Wilkinson,75,500
26420,CrystalGeyser,35,500
26421,AmebaWater,0,0
26422,Irohasu,70,500
26423,Perrier,79,500
26424,Volvic,66,500
26425,Perrier,79,500
26426,Perrier,79,500
26427,AlcaliIonWater,79,2000
26428,Wilkinson,75,500
26429,Perrier,79,500
26430,AmebaWater,0,0
26431,Volvic,66,500
26432,Volvic,66,500
26433,AlcaliIonWater,79,2000
26434,AmebaWater,0,0
26435,Contrex,108,1500
26436,CrystalGeyser,35,500
26437,AmebaWater,0,0
26438,Irohasu,70,500
26439,Wilkinson,75,500
26440,CrystalGeyser,35,500
26441,CrystalGeyser,35,500
26442,AlcaliIonWater,79,2000
26443,Volvic,66,500
26444,Onsensui,321,2000
26445,Perrier,79,500
26446,AlcaliIonWater,79,2000
26447,CrystalGeyser,35,500
26448,AlcaliIonWater,79,2000
26449,Wilkinson,75,500
26450,Wilkinson,75,500
26451,Volvic,66,500
26452,Onsensui,321,2000
26453,Wilkinson,75,500
26454,Contrex,108,1500
26455,Onsensui,321,2000
26456,CrystalGeyser,35,500
26457,Onsensui,321,2000
26458,CrystalGeyser,35,500
26459,Onsensui,321,2000
26460,Irohasu,70,500
26461,Irohasu,70,500
26462,Volvic,66,500
26463,Volvic,66,500
26464,Contrex,108,1500
26465,Perrier,79,500
26466,Perrier,79,500
26467,CrystalGeyser,35,500
26468,Volvic,66,500
26469,Contrex,108,1500
26470,AlcaliIonWater,79,2000
26471,CrystalGeyser,35,500
26472,CrystalGeyser,35,500
26473,Perrier,79,500
26474,Volvic,66,500
26475,Perrier,79,500
26476,Volvic,66,500
26477,Irohasu,70,500
26478,AlcaliIonWater,79,2000
26479,Contrex,108,1500
26480,Irohasu,70,500
26481,Irohasu,70,500
26482,CrystalGeyser,35,500
26483,AlcaliIonWater,79,2000
26484,Irohasu,70,500
26485,Irohasu,70,500
26486,AlcaliIonWater,79,2000
26487,AlcaliIonWater,79,2000
26488,Onsensui,321,2000
26489,AlcaliIonWater,79,2000
26490,Volvic,66,500
26491,Volvic,66,500
26492,CrystalGeyser,35,500
26493,AlcaliIonWater,79,2000
26494,Volvic,66,500
26495,Perrier,79,500
26496,CrystalGeyser,35,500
26497,Irohasu,70,500
26498,Onsensui,321,2000
26499,Onsensui,321,2000
26500,Volvic,66,500
26501,Wilkinson,75,500
26502,Wilkinson,75,500
26503,Volvic,66,500
26504,Contrex,108,1500
26505,Onsensui,321,2000
26506,Volvic,66,500
26507,CrystalGeyser,35,500
26508,Onsensui,321,2000
26509,Wilkinson,75,500
26510,Contrex,108,1500
26511,Perrier,79,500
26512,Irohasu,70,500
26513,Wilkinson,75,500
26514,CrystalGeyser,35,500
26515,AlcaliIonWater,79,2000
26516,AlcaliIonWater,79,2000
26517,Contrex,108,1500
26518,AmebaWater,0,0
26519,Irohasu,70,500
26520,AlcaliIonWater,79,2000
26521,CrystalGeyser,35,500
26522,Irohasu,70,500
26523,Contrex,108,1500
26524,Contrex,108,1500
26525,Contrex,108,1500
26526,CrystalGeyser,35,500
26527,AmebaWater,0,0
26528,AlcaliIonWater,79,2000
26529,Wilkinson,75,500
26530,AmebaWater,0,0
26531,AlcaliIonWater,79,2000
26532,Contrex,108,1500
26533,Perrier,79,500
26534,AmebaWater,0,0
26535,AmebaWater,0,0
26536,Volvic,66,500
26537,Contrex,108,1500
26538,Irohasu,70,500
26539,AlcaliIonWater,79,2000
26540,Irohasu,70,500
26541,AlcaliIonWater,79,2000
26542,Volvic,66,500
26543,CrystalGeyser,35,500
26544,AlcaliIonWater,79,2000
26545,Wilkinson,75,500
26546,Irohasu,70,500
26547,Irohasu,70,500
26548,Onsensui,321,2000
26549,Perrier,79,500
26550,Perrier,79,500
26551,Volvic,66,500
26552,AmebaWater,0,0
26553,Onsensui,321,2000
26554,Volvic,66,500
26555,Contrex,108,1500
26556,CrystalGeyser,35,500
26557,Wilkinson,75,500
26558,Onsensui,321,2000
26559,Contrex,108,1500
26560,AmebaWater,0,0
26561,Contrex,108,1500
26562,Irohasu,70,500
26563,Onsensui,321,2000
26564,AmebaWater,0,0
26565,Volvic,66,500
26566,AlcaliIonWater,79,2000
26567,Perrier,79,500
26568,Volvic,66,500
26569,Irohasu,70,500
26570,Onsensui,321,2000
26571,Perrier,79,500
26572,Contrex,108,1500
26573,Volvic,66,500
26574,Onsensui,321,2000
26575,AmebaWater,0,0
26576,Volvic,66,500
26577,Onsensui,321,2000
26578,CrystalGeyser,35,500
26579,Contrex,108,1500
26580,Wilkinson,75,500
26581,Perrier,79,500
26582,Wilkinson,75,500
26583,Contrex,108,1500
26584,Contrex,108,1500
26585,Wilkinson,75,500
26586,Wilkinson,75,500
26587,Irohasu,70,500
26588,Wilkinson,75,500
26589,Perrier,79,500
26590,Volvic,66,500
26591,Onsensui,321,2000
26592,Contrex,108,1500
26593,Volvic,66,500
26594,Contrex,108,1500
26595,AlcaliIonWater,79,2000
26596,Onsensui,321,2000
26597,Perrier,79,500
26598,CrystalGeyser,35,500
26599,CrystalGeyser,35,500
26600,Onsensui,321,2000
26601,Perrier,79,500
26602,CrystalGeyser,35,500
26603,AmebaWater,0,0
26604,Perrier,79,500
26605,Perrier,79,500
26606,AlcaliIonWater,79,2000
26607,Volvic,66,500
26608,Onsensui,321,2000
26609,Perrier,79,500
26610,CrystalGeyser,35,500
26611,AlcaliIonWater,79,2000
26612,AmebaWater,0,0
26613,Irohasu,70,500
26614,AmebaWater,0,0
26615,AlcaliIonWater,79,2000
26616,CrystalGeyser,35,500
26617,AlcaliIonWater,79,2000
26618,Volvic,66,500
26619,Wilkinson,75,500
26620,Contrex,108,1500
26621,CrystalGeyser,35,500
26622,Volvic,66,500
26623,Perrier,79,500
26624,Contrex,108,1500
26625,CrystalGeyser,35,500
26626,AmebaWater,0,0
26627,Perrier,79,500
26628,Onsensui,321,2000
26629,Volvic,66,500
26630,Onsensui,321,2000
26631,Onsensui,321,2000
26632,Wilkinson,75,500
26633,AmebaWater,0,0
26634,CrystalGeyser,35,500
26635,Contrex,108,1500
26636,Irohasu,70,500
26637,Volvic,66,500
26638,Onsensui,321,2000
26639,AlcaliIonWater,79,2000
26640,Perrier,79,500
26641,CrystalGeyser,35,500
26642,CrystalGeyser,35,500
26643,AlcaliIonWater,79,2000
26644,Onsensui,321,2000
26645,Onsensui,321,2000
26646,AlcaliIonWater,79,2000
26647,AmebaWater,0,0
26648,AlcaliIonWater,79,2000
26649,CrystalGeyser,35,500
26650,Contrex,108,1500
26651,Contrex,108,1500
26652,AlcaliIonWater,79,2000
26653,AlcaliIonWater,79,2000
26654,Onsensui,321,2000
26655,Wilkinson,75,500
26656,Onsensui,321,2000
26657,Irohasu,70,500
26658,AmebaWater,0,0
26659,Contrex,108,1500
26660,CrystalGeyser,35,500
26661,Onsensui,321,2000
26662,CrystalGeyser,35,500
26663,Perrier,79,500
26664,Onsensui,321,2000
26665,Contrex,108,1500
26666,Irohasu,70,500
26667,Wilkinson,75,500
26668,Volvic,66,500
26669,Irohasu,70,500
26670,Perrier,79,500
26671,Irohasu,70,500
26672,Volvic,66,500
26673,Perrier,79,500
26674,Contrex,108,1500
26675,Irohasu,70,500
26676,Contrex,108,1500
26677,AmebaWater,0,0
26678,AmebaWater,0,0
26679,AlcaliIonWater,79,2000
26680,AlcaliIonWater,79,2000
26681,AlcaliIonWater,79,2000
26682,Perrier,79,500
26683,Wilkinson,75,500
26684,CrystalGeyser,35,500
26685,CrystalGeyser,35,500
26686,Wilkinson,75,500
26687,AlcaliIonWater,79,2000
26688,Irohasu,70,500
26689,AlcaliIonWater,79,2000
26690,Volvic,66,500
26691,CrystalGeyser,35,500
26692,Contrex,108,1500
26693,AlcaliIonWater,79,2000
26694,CrystalGeyser,35,500
26695,Onsensui,321,2000
26696,Contrex,108,1500
26697,Wilkinson,75,500
26698,Volvic,66,500
26699,AmebaWater,0,0
