id,name,price,size
2655,Contrex,108,1500
2656,Wilkinson,75,500
2657,CrystalGeyser,35,500
2658,Perrier,79,500
2659,Contrex,108,1500
2660,Wilkinson,75,500
2661,Contrex,108,1500
2662,Volvic,66,500
2663,Volvic,66,500
2664,AmebaWater,0,0
2665,Perrier,79,500
2666,Wilkinson,75,500
2667,AlcaliIonWater,79,2000
2668,Perrier,79,500
2669,Irohasu,70,500
2670,AlcaliIonWater,79,2000
2671,Contrex,108,1500
2672,Contrex,108,1500
2673,Perrier,79,500
2674,Contrex,108,1500
2675,Contrex,108,1500
2676,Contrex,108,1500
2677,Wilkinson,75,500
2678,AlcaliIonWater,79,2000
2679,CrystalGeyser,35,500
2680,Irohasu,70,500
2681,CrystalGeyser,35,500
2682,AlcaliIonWater,79,2000
2683,Irohasu,70,500
2684,AlcaliIonWater,79,2000
2685,Contrex,108,1500
2686,AmebaWater,0,0
2687,Wilkinson,75,500
2688,CrystalGeyser,35,500
2689,Contrex,108,1500
2690,CrystalGeyser,35,500
2691,Contrex,108,1500
2692,AmebaWater,0,0
2693,Irohasu,70,500
2694,Irohasu,70,500
2695,Volvic,66,500
2696,Volvic,66,500
2697,Perrier,79,500
2698,Volvic,66,500
2699,AlcaliIonWater,79,2000
2700,Irohasu,70,500
2701,Perrier,79,500
2702,Wilkinson,75,500
2703,Wilkinson,75,500
2704,Volvic,66,500
2705,Perrier,79,500
2706,AmebaWater,0,0
2707,AmebaWater,0,0
2708,Contrex,108,1500
2709,AmebaWater,0,0
2710,Contrex,108,1500
2711,CrystalGeyser,35,500
2712,AlcaliIonWater,79,2000
2713,Wilkinson,75,500
2714,AlcaliIonWater,79,2000
2715,AlcaliIonWater,79,2000
2716,Contrex,108,1500
2717,Contrex,108,1500
2718,Irohasu,70,500
2719,Wilkinson,75,500
2720,AmebaWater,0,0
2721,CrystalGeyser,35,500
2722,Irohasu,70,500
2723,Contrex,108,1500
2724,Wilkinson,75,500
2725,Contrex,108,1500
2726,Contrex,108,1500
2727,Irohasu,70,500
2728,AmebaWater,0,0
2729,AmebaWater,0,0
2730,Contrex,108,1500
2731,CrystalGeyser,35,500
2732,Perrier,79,500
2733,AmebaWater,0,0
2734,AlcaliIonWater,79,2000
2735,Volvic,66,500
2736,Contrex,108,1500
2737,AlcaliIonWater,79,2000
2738,Contrex,108,1500
2739,Irohasu,70,500
2740,Volvic,66,500
2741,CrystalGeyser,35,500
2742,Perrier,79,500
2743,Volvic,66,500
2744,Volvic,66,500
2745,Perrier,79,500
2746,Contrex,108,1500
2747,CrystalGeyser,35,500
2748,AlcaliIonWater,79,2000
2749,Perrier,79,500
2750,AmebaWater,0,0
2751,Volvic,66,500
2752,AlcaliIonWater,79,2000
2753,CrystalGeyser,35,500
2754,Irohasu,70,500
2755,Contrex,108,1500
2756,AlcaliIonWater,79,2000
2757,AlcaliIonWater,79,2000
2758,Perrier,79,500
2759,AlcaliIonWater,79,2000
2760,Irohasu,70,500
2761,Wilkinson,75,500
2762,Irohasu,70,500
2763,Contrex,108,1500
2764,Irohasu,70,500
2765,AlcaliIonWater,79,2000
2766,Irohasu,70,500
2767,CrystalGeyser,35,500
2768,Irohasu,70,500
2769,AlcaliIonWater,79,2000
2770,Contrex,108,1500
2771,Volvic,66,500
2772,Volvic,66,500
2773,CrystalGeyser,35,500
2774,Wilkinson,75,500
2775,Perrier,79,500
2776,Wilkinson,75,500
2777,Volvic,66,500
2778,Perrier,79,500
2779,CrystalGeyser,35,500
2780,Volvic,66,500
2781,Perrier,79,500
2782,AlcaliIonWater,79,2000
2783,Volvic,66,500
2784,AlcaliIonWater,79,2000
2785,CrystalGeyser,35,500
2786,Wilkinson,75,500
2787,Volvic,66,500
2788,Irohasu,70,500
2789,Volvic,66,500
2790,AmebaWater,0,0
2791,CrystalGeyser,35,500
2792,Volvic,66,500
2793,CrystalGeyser,35,500
2794,Wilkinson,75,500
2795,Irohasu,70,500
2796,Contrex,108,1500
2797,CrystalGeyser,35,500
2798,Volvic,66,500
2799,AlcaliIonWater,79,2000
2800,Irohasu,70,500
2801,Irohasu,70,500
2802,Contrex,108,1500
2803,Contrex,108,1500
2804,Wilkinson,75,500
2805,AmebaWater,0,0
2806,Volvic,66,500
2807,Volvic,66,500
2808,CrystalGeyser,35,500
2809,Contrex,108,1500
2810,Perrier,79,500
2811,Contrex,108,1500
2812,Irohasu,70,500
2813,Volvic,66,500
2814,Wilkinson,75,500
2815,AlcaliIonWater,79,2000
2816,AlcaliIonWater,79,2000
2817,Perrier,79,500
2818,AmebaWater,0,0
2819,AmebaWater,0,0
2820,AlcaliIonWater,79,2000
2821,AmebaWater,0,0
2822,Perrier,79,500
2823,AmebaWater,0,0
2824,Wilkinson,75,500
2825,Wilkinson,75,500
2826,Volvic,66,500
2827,AlcaliIonWater,79,2000
2828,Contrex,108,1500
2829,Contrex,108,1500
2830,Contrex,108,1500
2831,Contrex,108,1500
2832,Irohasu,70,500
2833,AmebaWater,0,0
2834,Volvic,66,500
2835,Irohasu,70,500
2836,Irohasu,70,500
2837,AlcaliIonWater,79,2000
2838,Volvic,66,500
2839,Perrier,79,500
2840,AmebaWater,0,0
2841,Irohasu,70,500
2842,Volvic,66,500
2843,AmebaWater,0,0
2844,Wilkinson,75,500
2845,Perrier,79,500
2846,AlcaliIonWater,79,2000
2847,Irohasu,70,500
2848,AmebaWater,0,0
2849,Volvic,66,500
2850,Volvic,66,500
2851,Wilkinson,75,500
2852,CrystalGeyser,35,500
2853,AmebaWater,0,0
2854,Contrex,108,1500
2855,Perrier,79,500
2856,Volvic,66,500
2857,Perrier,79,500
2858,Wilkinson,75,500
2859,AlcaliIonWater,79,2000
2860,Perrier,79,500
2861,Contrex,108,1500
2862,CrystalGeyser,35,500
2863,Volvic,66,500
2864,CrystalGeyser,35,500
2865,AlcaliIonWater,79,2000
2866,Perrier,79,500
2867,AmebaWater,0,0
2868,AlcaliIonWater,79,2000
2869,Perrier,79,500
2870,CrystalGeyser,35,500
2871,AmebaWater,0,0
2872,Wilkinson,75,500
2873,Wilkinson,75,500
2874,Perrier,79,500
2875,Irohasu,70,500
2876,CrystalGeyser,35,500
2877,Irohasu,70,500
2878,AmebaWater,0,0
2879,Perrier,79,500
2880,Volvic,66,500
2881,AlcaliIonWater,79,2000
2882,AmebaWater,0,0
2883,Irohasu,70,500
2884,CrystalGeyser,35,500
2885,AlcaliIonWater,79,2000
2886,AlcaliIonWater,79,2000
2887,Irohasu,70,500
2888,Contrex,108,1500
2889,Wilkinson,75,500
2890,Perrier,79,500
2891,Irohasu,70,500
2892,AlcaliIonWater,79,2000
2893,CrystalGeyser,35,500
2894,AlcaliIonWater,79,2000
2895,Perrier,79,500
2896,AmebaWater,0,0
2897,CrystalGeyser,35,500
2898,Wilkinson,75,500
2899,Volvic,66,500
2900,Perrier,79,500
2901,CrystalGeyser,35,500
2902,AlcaliIonWater,79,2000
2903,Wilkinson,75,500
2904,Wilkinson,75,500
2905,Irohasu,70,500
2906,Perrier,79,500
2907,Irohasu,70,500
2908,Contrex,108,1500
2909,Volvic,66,500
2910,Contrex,108,1500
2911,CrystalGeyser,35,500
2912,Irohasu,70,500
2913,AlcaliIonWater,79,2000
2914,Perrier,79,500
2915,AlcaliIonWater,79,2000
2916,Irohasu,70,500
2917,AmebaWater,0,0
2918,AmebaWater,0,0
2919,Irohasu,70,500
2920,CrystalGeyser,35,500
2921,CrystalGeyser,35,500
2922,AlcaliIonWater,79,2000
2923,Contrex,108,1500
2924,Volvic,66,500
2925,Contrex,108,1500
2926,AmebaWater,0,0
2927,Perrier,79,500
2928,Volvic,66,500
2929,CrystalGeyser,35,500
2930,AlcaliIonWater,79,2000
2931,AmebaWater,0,0
2932,AmebaWater,0,0
2933,CrystalGeyser,35,500
2934,AlcaliIonWater,79,2000
2935,CrystalGeyser,35,500
2936,Irohasu,70,500
2937,Volvic,66,500
2938,Volvic,66,500
2939,Wilkinson,75,500
2940,Volvic,66,500
2941,Contrex,108,1500
2942,Contrex,108,1500
2943,CrystalGeyser,35,500
2944,Irohasu,70,500
2945,CrystalGeyser,35,500
2946,AlcaliIonWater,79,2000
2947,AlcaliIonWater,79,2000
2948,AmebaWater,0,0
2949,Contrex,108,1500
2950,CrystalGeyser,35,500
2951,Perrier,79,500
2952,Volvic,66,500
2953,Contrex,108,1500
2954,CrystalGeyser,35,500
2955,AmebaWater,0,0
2956,AlcaliIonWater,79,2000
2957,AlcaliIonWater,79,2000
2958,Contrex,108,1500
2959,Volvic,66,500
2960,CrystalGeyser,35,500
2961,Volvic,66,500
2962,Volvic,66,500
2963,Perrier,79,500
2964,AlcaliIonWater,79,2000
2965,AlcaliIonWater,79,2000
2966,Wilkinson,75,500
2967,AmebaWater,0,0
2968,CrystalGeyser,35,500
2969,Perrier,79,500
2970,Irohasu,70,500
2971,CrystalGeyser,35,500
2972,Contrex,108,1500
2973,AmebaWater,0,0
2974,Perrier,79,500
2975,Volvic,66,500
2976,Irohasu,70,500
2977,AmebaWater,0,0
2978,AlcaliIonWater,79,2000
2979,Contrex,108,1500
2980,AlcaliIonWater,79,2000
2981,CrystalGeyser,35,500
2982,Irohasu,70,500
2983,AlcaliIonWater,79,2000
2984,Contrex,108,1500
2985,Volvic,66,500
2986,AlcaliIonWater,79,2000
2987,CrystalGeyser,35,500
2988,AmebaWater,0,0
2989,Contrex,108,1500
2990,AmebaWater,0,0
2991,Volvic,66,500
2992,CrystalGeyser,35,500
2993,AmebaWater,0,0
2994,AmebaWater,0,0
2995,Wilkinson,75,500
2996,Wilkinson,75,500
2997,CrystalGeyser,35,500
2998,CrystalGeyser,35,500
2999,Irohasu,70,500
3000,CrystalGeyser,35,500
3001,Volvic,66,500
3002,Perrier,79,500
3003,CrystalGeyser,35,500
3004,Volvic,66,500
3005,Perrier,79,500
3006,CrystalGeyser,35,500
3007,AmebaWater,0,0
3008,AmebaWater,0,0
3009,Wilkinson,75,500
3010,Perrier,79,500
3011,Wilkinson,75,500
3012,AlcaliIonWater,79,2000
3013,AlcaliIonWater,79,2000
3014,AlcaliIonWater,79,2000
3015,Irohasu,70,500
3016,AlcaliIonWater,79,2000
3017,Wilkinson,75,500
3018,CrystalGeyser,35,500
3019,Wilkinson,75,500
3020,AlcaliIonWater,79,2000
3021,AmebaWater,0,0
3022,AmebaWater,0,0
3023,CrystalGeyser,35,500
3024,Volvic,66,500
3025,Perrier,79,500
3026,Volvic,66,500
3027,Perrier,79,500
3028,Perrier,79,500
3029,Volvic,66,500
3030,Volvic,66,500
3031,Contrex,108,1500
3032,Wilkinson,75,500
3033,AlcaliIonWater,79,2000
3034,CrystalGeyser,35,500
3035,CrystalGeyser,35,500
3036,Contrex,108,1500
3037,Volvic,66,500
3038,AmebaWater,0,0
3039,Volvic,66,500
3040,Irohasu,70,500
3041,Contrex,108,1500
3042,Irohasu,70,500
3043,AlcaliIonWater,79,2000
3044,Perrier,79,500
3045,CrystalGeyser,35,500
3046,Contrex,108,1500
3047,Contrex,108,1500
3048,Volvic,66,500
3049,CrystalGeyser,35,500
3050,CrystalGeyser,35,500
3051,Wilkinson,75,500
3052,CrystalGeyser,35,500
3053,Wilkinson,75,500
3054,Volvic,66,500
3055,Irohasu,70,500
3056,CrystalGeyser,35,500
3057,Irohasu,70,500
3058,Irohasu,70,500
3059,Contrex,108,1500
3060,AlcaliIonWater,79,2000
3061,AlcaliIonWater,79,2000
3062,Wilkinson,75,500
3063,Perrier,79,500
3064,AlcaliIonWater,79,2000
3065,Irohasu,70,500
3066,AlcaliIonWater,79,2000
3067,Wilkinson,75,500
3068,Wilkinson,75,500
3069,Contrex,108,1500
3070,CrystalGeyser,35,500
3071,AmebaWater,0,0
3072,AmebaWater,0,0
3073,AmebaWater,0,0
3074,Wilkinson,75,500
3075,Volvic,66,500
3076,Perrier,79,500
3077,Perrier,79,500
3078,AmebaWater,0,0
3079,Perrier,79,500
3080,AmebaWater,0,0
3081,Contrex,108,1500
3082,CrystalGeyser,35,500
3083,AlcaliIonWater,79,2000
3084,AmebaWater,0,0
3085,Wilkinson,75,500
3086,Volvic,66,500
3087,Volvic,66,500
3088,CrystalGeyser,35,500
3089,Wilkinson,75,500
3090,Volvic,66,500
3091,Contrex,108,1500
3092,Contrex,108,1500
3093,AmebaWater,0,0
3094,Volvic,66,500
3095,Wilkinson,75,500
3096,Wilkinson,75,500
3097,AlcaliIonWater,79,2000
3098,Volvic,66,500
3099,CrystalGeyser,35,500
3100,Perrier,79,500
3101,CrystalGeyser,35,500
3102,CrystalGeyser,35,500
3103,Volvic,66,500
3104,Volvic,66,500
3105,Contrex,108,1500
3106,AlcaliIonWater,79,2000
3107,AmebaWater,0,0
3108,Volvic,66,500
3109,CrystalGeyser,35,500
3110,Wilkinson,75,500
3111,Irohasu,70,500
3112,Volvic,66,500
3113,Perrier,79,500
3114,AmebaWater,0,0
3115,Irohasu,70,500
3116,Volvic,66,500
3117,AmebaWater,0,0
3118,Wilkinson,75,500
3119,Irohasu,70,500
3120,Irohasu,70,500
3121,Irohasu,70,500
3122,AlcaliIonWater,79,2000
3123,Contrex,108,1500
3124,Contrex,108,1500
3125,CrystalGeyser,35,500
3126,AlcaliIonWater,79,2000
3127,Volvic,66,500
3128,Volvic,66,500
3129,AmebaWater,0,0
3130,Volvic,66,500
3131,Contrex,108,1500
3132,Contrex,108,1500
3133,AmebaWater,0,0
3134,CrystalGeyser,35,500
3135,Wilkinson,75,500
3136,Perrier,79,500
3137,AlcaliIonWater,79,2000
3138,AlcaliIonWater,79,2000
3139,AlcaliIonWater,79,2000
3140,AlcaliIonWater,79,2000
3141,Contrex,108,1500
3142,CrystalGeyser,35,500
3143,Wilkinson,75,500
3144,AlcaliIonWater,79,2000
3145,Volvic,66,500
3146,Perrier,79,500
3147,Contrex,108,1500
3148,CrystalGeyser,35,500
3149,Contrex,108,1500
3150,AmebaWater,0,0
3151,CrystalGeyser,35,500
3152,AmebaWater,0,0
3153,Perrier,79,500
3154,CrystalGeyser,35,500
3155,Contrex,108,1500
3156,AmebaWater,0,0
3157,AlcaliIonWater,79,2000
3158,Contrex,108,1500
3159,Contrex,108,1500
3160,Volvic,66,500
3161,Perrier,79,500
3162,Perrier,79,500
3163,Contrex,108,1500
3164,AlcaliIonWater,79,2000
3165,Contrex,108,1500
3166,CrystalGeyser,35,500
3167,Volvic,66,500
3168,CrystalGeyser,35,500
3169,AmebaWater,0,0
3170,Perrier,79,500
3171,Wilkinson,75,500
3172,Volvic,66,500
3173,AmebaWater,0,0
3174,Volvic,66,500
3175,Wilkinson,75,500
3176,Irohasu,70,500
3177,Wilkinson,75,500
3178,Wilkinson,75,500
3179,CrystalGeyser,35,500
3180,AmebaWater,0,0
3181,Contrex,108,1500
3182,AlcaliIonWater,79,2000
3183,Contrex,108,1500
3184,AmebaWater,0,0
3185,AlcaliIonWater,79,2000
3186,Perrier,79,500
3187,Contrex,108,1500
3188,CrystalGeyser,35,500
3189,AmebaWater,0,0
3190,Volvic,66,500
3191,Irohasu,70,500
3192,Volvic,66,500
3193,AlcaliIonWater,79,2000
3194,Volvic,66,500
3195,Perrier,79,500
3196,AlcaliIonWater,79,2000
3197,Volvic,66,500
3198,Contrex,108,1500
3199,AmebaWater,0,0
3200,AlcaliIonWater,79,2000
3201,Contrex,108,1500
3202,AlcaliIonWater,79,2000
3203,Contrex,108,1500
3204,Wilkinson,75,500
3205,AlcaliIonWater,79,2000
3206,CrystalGeyser,35,500
3207,Contrex,108,1500
3208,Irohasu,70,500
3209,AlcaliIonWater,79,2000
3210,Irohasu,70,500
3211,Irohasu,70,500
3212,AlcaliIonWater,79,2000
3213,CrystalGeyser,35,500
3214,Wilkinson,75,500
3215,CrystalGeyser,35,500
3216,Wilkinson,75,500
3217,Wilkinson,75,500
3218,Contrex,108,1500
3219,Volvic,66,500
3220,Contrex,108,1500
3221,Volvic,66,500
3222,Volvic,66,500
3223,Wilkinson,75,500
3224,Contrex,108,1500
3225,AmebaWater,0,0
3226,Irohasu,70,500
3227,Volvic,66,500
3228,Contrex,108,1500
3229,CrystalGeyser,35,500
3230,Perrier,79,500
3231,AlcaliIonWater,79,2000
3232,Perrier,79,500
3233,Contrex,108,1500
3234,AlcaliIonWater,79,2000
3235,Wilkinson,75,500
3236,AmebaWater,0,0
3237,AlcaliIonWater,79,2000
3238,Contrex,108,1500
3239,Contrex,108,1500
3240,Contrex,108,1500
3241,Perrier,79,500
3242,AmebaWater,0,0
3243,Perrier,79,500
3244,CrystalGeyser,35,500
3245,CrystalGeyser,35,500
3246,Irohasu,70,500
3247,Irohasu,70,500
3248,Contrex,108,1500
3249,AmebaWater,0,0
3250,Irohasu,70,500
3251,AlcaliIonWater,79,2000
3252,Perrier,79,500
3253,CrystalGeyser,35,500
3254,CrystalGeyser,35,500
3255,Volvic,66,500
3256,AlcaliIonWater,79,2000
3257,AmebaWater,0,0
3258,Wilkinson,75,500
3259,Irohasu,70,500
3260,Wilkinson,75,500
3261,Volvic,66,500
3262,Perrier,79,500
3263,Volvic,66,500
3264,Wilkinson,75,500
3265,Irohasu,70,500
3266,Volvic,66,500
3267,Volvic,66,500
3268,CrystalGeyser,35,500
3269,AlcaliIonWater,79,2000
3270,Contrex,108,1500
3271,Contrex,108,1500
3272,CrystalGeyser,35,500
3273,CrystalGeyser,35,500
3274,Irohasu,70,500
3275,AmebaWater,0,0
3276,Irohasu,70,500
3277,Perrier,79,500
3278,AlcaliIonWater,79,2000
3279,CrystalGeyser,35,500
3280,CrystalGeyser,35,500
3281,AlcaliIonWater,79,2000
3282,Perrier,79,500
3283,AlcaliIonWater,79,2000
3284,Wilkinson,75,500
3285,AmebaWater,0,0
3286,AmebaWater,0,0
3287,Wilkinson,75,500
3288,Volvic,66,500
3289,AlcaliIonWater,79,2000
3290,Irohasu,70,500
3291,Perrier,79,500
3292,CrystalGeyser,35,500
3293,Perrier,79,500
3294,Wilkinson,75,500
3295,CrystalGeyser,35,500
3296,Irohasu,70,500
3297,Wilkinson,75,500
3298,Contrex,108,1500
3299,AlcaliIonWater,79,2000
3300,AlcaliIonWater,79,2000
3301,Contrex,108,1500
3302,AmebaWater,0,0
3303,Irohasu,70,500
3304,AmebaWater,0,0
3305,Volvic,66,500
3306,CrystalGeyser,35,500
3307,Irohasu,70,500
3308,AmebaWater,0,0
3309,AmebaWater,0,0
3310,Contrex,108,1500
3311,Contrex,108,1500
3312,AlcaliIonWater,79,2000
3313,Irohasu,70,500
3314,Contrex,108,1500
3315,Perrier,79,500
3316,Wilkinson,75,500
3317,Contrex,108,1500
3318,Wilkinson,75,500
3319,Irohasu,70,500
3320,CrystalGeyser,35,500
3321,Perrier,79,500
3322,Volvic,66,500
3323,Perrier,79,500
3324,Contrex,108,1500
3325,CrystalGeyser,35,500
3326,Wilkinson,75,500
3327,Wilkinson,75,500
3328,Perrier,79,500
3329,AmebaWater,0,0
3330,CrystalGeyser,35,500
3331,AmebaWater,0,0
3332,Contrex,108,1500
3333,Irohasu,70,500
3334,Contrex,108,1500
3335,AlcaliIonWater,79,2000
3336,Wilkinson,75,500
3337,Contrex,108,1500
3338,Contrex,108,1500
3339,Irohasu,70,500
3340,Perrier,79,500
3341,AmebaWater,0,0
3342,Wilkinson,75,500
3343,Perrier,79,500
3344,Perrier,79,500
3345,Wilkinson,75,500
3346,Irohasu,70,500
3347,Wilkinson,75,500
3348,AlcaliIonWater,79,2000
3349,AlcaliIonWater,79,2000
3350,Wilkinson,75,500
3351,AmebaWater,0,0
3352,Irohasu,70,500
3353,Irohasu,70,500
3354,AmebaWater,0,0
3355,Irohasu,70,500
3356,AlcaliIonWater,79,2000
3357,Wilkinson,75,500
3358,AmebaWater,0,0
3359,Wilkinson,75,500
3360,Perrier,79,500
3361,Contrex,108,1500
3362,AmebaWater,0,0
3363,AmebaWater,0,0
3364,Wilkinson,75,500
3365,Volvic,66,500
3366,CrystalGeyser,35,500
3367,CrystalGeyser,35,500
3368,Contrex,108,1500
3369,AlcaliIonWater,79,2000
3370,Wilkinson,75,500
3371,CrystalGeyser,35,500
3372,Contrex,108,1500
3373,Irohasu,70,500
3374,Contrex,108,1500
3375,AmebaWater,0,0
3376,Perrier,79,500
3377,Wilkinson,75,500
3378,Perrier,79,500
3379,Volvic,66,500
3380,Contrex,108,1500
3381,Irohasu,70,500
3382,Volvic,66,500
3383,Perrier,79,500
3384,Contrex,108,1500
3385,Perrier,79,500
3386,Contrex,108,1500
3387,Contrex,108,1500
3388,AlcaliIonWater,79,2000
3389,Perrier,79,500
3390,CrystalGeyser,35,500
3391,Irohasu,70,500
3392,AmebaWater,0,0
3393,Volvic,66,500
3394,AmebaWater,0,0
3395,Volvic,66,500
3396,Perrier,79,500
3397,CrystalGeyser,35,500
3398,Volvic,66,500
3399,AmebaWater,0,0
3400,Contrex,108,1500
3401,Volvic,66,500
3402,Irohasu,70,500
3403,AlcaliIonWater,79,2000
3404,Volvic,66,500
3405,AlcaliIonWater,79,2000
3406,Contrex,108,1500
3407,Perrier,79,500
3408,Contrex,108,1500
3409,Contrex,108,1500
3410,Volvic,66,500
3411,CrystalGeyser,35,500
3412,Contrex,108,1500
3413,AmebaWater,0,0
3414,CrystalGeyser,35,500
3415,AlcaliIonWater,79,2000
3416,Volvic,66,500
3417,CrystalGeyser,35,500
3418,Perrier,79,500
3419,Contrex,108,1500
3420,AmebaWater,0,0
3421,Contrex,108,1500
3422,Perrier,79,500
3423,Contrex,108,1500
3424,AlcaliIonWater,79,2000
3425,CrystalGeyser,35,500
3426,Volvic,66,500
3427,Volvic,66,500
3428,Perrier,79,500
3429,Perrier,79,500
3430,CrystalGeyser,35,500
3431,AlcaliIonWater,79,2000
3432,AlcaliIonWater,79,2000
3433,CrystalGeyser,35,500
3434,AlcaliIonWater,79,2000
3435,Irohasu,70,500
3436,Irohasu,70,500
3437,Volvic,66,500
3438,Perrier,79,500
3439,CrystalGeyser,35,500
3440,Wilkinson,75,500
3441,Perrier,79,500
3442,Wilkinson,75,500
3443,Irohasu,70,500
3444,Irohasu,70,500
3445,CrystalGeyser,35,500
3446,Volvic,66,500
3447,Contrex,108,1500
3448,Contrex,108,1500
3449,Contrex,108,1500
3450,AmebaWater,0,0
3451,Volvic,66,500
3452,Irohasu,70,500
3453,CrystalGeyser,35,500
3454,Irohasu,70,500
3455,Volvic,66,500
3456,AlcaliIonWater,79,2000
3457,AlcaliIonWater,79,2000
3458,AlcaliIonWater,79,2000
3459,Irohasu,70,500
3460,Volvic,66,500
3461,Irohasu,70,500
3462,CrystalGeyser,35,500
3463,Wilkinson,75,500
3464,Contrex,108,1500
3465,Perrier,79,500
3466,AmebaWater,0,0
3467,Contrex,108,1500
3468,Volvic,66,500
3469,AmebaWater,0,0
3470,Contrex,108,1500
3471,Wilkinson,75,500
3472,Irohasu,70,500
3473,AmebaWater,0,0
3474,Contrex,108,1500
3475,AmebaWater,0,0
3476,AmebaWater,0,0
3477,Volvic,66,500
3478,Wilkinson,75,500
3479,Volvic,66,500
3480,Volvic,66,500
3481,AlcaliIonWater,79,2000
3482,AmebaWater,0,0
3483,Wilkinson,75,500
3484,Perrier,79,500
3485,AmebaWater,0,0
3486,Perrier,79,500
3487,Contrex,108,1500
3488,Wilkinson,75,500
3489,Irohasu,70,500
3490,Perrier,79,500
3491,Irohasu,70,500
3492,Irohasu,70,500
3493,Irohasu,70,500
3494,Contrex,108,1500
3495,Perrier,79,500
3496,AlcaliIonWater,79,2000
3497,Irohasu,70,500
3498,AmebaWater,0,0
3499,AlcaliIonWater,79,2000
3500,Irohasu,70,500
3501,Perrier,79,500
3502,Volvic,66,500
3503,AmebaWater,0,0
3504,AmebaWater,0,0
3505,CrystalGeyser,35,500
3506,AmebaWater,0,0
3507,Irohasu,70,500
3508,Contrex,108,1500
3509,AlcaliIonWater,79,2000
3510,Perrier,79,500
3511,Volvic,66,500
3512,AlcaliIonWater,79,2000
3513,AlcaliIonWater,79,2000
3514,AmebaWater,0,0
3515,CrystalGeyser,35,500
3516,Contrex,108,1500
3517,Contrex,108,1500
3518,Volvic,66,500
3519,Volvic,66,500
3520,Irohasu,70,500
3521,Wilkinson,75,500
3522,CrystalGeyser,35,500
3523,Contrex,108,1500
3524,Contrex,108,1500
3525,AlcaliIonWater,79,2000
3526,Volvic,66,500
3527,Volvic,66,500
3528,CrystalGeyser,35,500
3529,Irohasu,70,500
3530,Wilkinson,75,500
3531,AlcaliIonWater,79,2000
3532,CrystalGeyser,35,500
3533,Wilkinson,75,500
3534,Volvic,66,500
3535,AmebaWater,0,0
3536,Volvic,66,500
3537,Contrex,108,1500
3538,Perrier,79,500
3539,Perrier,79,500
3540,Perrier,79,500
3541,CrystalGeyser,35,500
3542,Contrex,108,1500
3543,Volvic,66,500
3544,AlcaliIonWater,79,2000
3545,AlcaliIonWater,79,2000
3546,CrystalGeyser,35,500
3547,Contrex,108,1500
3548,AlcaliIonWater,79,2000
3549,Wilkinson,75,500
3550,Contrex,108,1500
3551,Wilkinson,75,500
3552,Perrier,79,500
3553,Wilkinson,75,500
3554,Perrier,79,500
3555,Perrier,79,500
3556,Perrier,79,500
3557,Wilkinson,75,500
3558,AlcaliIonWater,79,2000
3559,Volvic,66,500
3560,CrystalGeyser,35,500
3561,Perrier,79,500
3562,Contrex,108,1500
3563,AmebaWater,0,0
3564,Wilkinson,75,500
3565,AmebaWater,0,0
3566,Irohasu,70,500
3567,Perrier,79,500
3568,Contrex,108,1500
3569,AmebaWater,0,0
3570,Contrex,108,1500
3571,AlcaliIonWater,79,2000
3572,Volvic,66,500
3573,Irohasu,70,500
3574,Wilkinson,75,500
3575,Perrier,79,500
3576,Contrex,108,1500
3577,AlcaliIonWater,79,2000
3578,CrystalGeyser,35,500
3579,Volvic,66,500
3580,Irohasu,70,500
3581,Irohasu,70,500
3582,Wilkinson,75,500
3583,AlcaliIonWater,79,2000
3584,Wilkinson,75,500
3585,Volvic,66,500
3586,Perrier,79,500
3587,Wilkinson,75,500
3588,AlcaliIonWater,79,2000
3589,CrystalGeyser,35,500
3590,AlcaliIonWater,79,2000
3591,AmebaWater,0,0
3592,CrystalGeyser,35,500
3593,Wilkinson,75,500
3594,Volvic,66,500
3595,Irohasu,70,500
3596,Perrier,79,500
3597,Perrier,79,500
3598,AmebaWater,0,0
3599,Irohasu,70,500
3600,CrystalGeyser,35,500
3601,Irohasu,70,500
3602,AlcaliIonWater,79,2000
3603,AmebaWater,0,0
3604,Contrex,108,1500
3605,CrystalGeyser,35,500
3606,Irohasu,70,500
3607,AlcaliIonWater,79,2000
3608,Irohasu,70,500
3609,Wilkinson,75,500
3610,CrystalGeyser,35,500
3611,Irohasu,70,500
3612,Irohasu,70,500
3613,AlcaliIonWater,79,2000
3614,Contrex,108,1500
3615,Irohasu,70,500
3616,AmebaWater,0,0
3617,CrystalGeyser,35,500
3618,Perrier,79,500
3619,Perrier,79,500
3620,AmebaWater,0,0
3621,Wilkinson,75,500
3622,CrystalGeyser,35,500
3623,CrystalGeyser,35,500
3624,Perrier,79,500
3625,Irohasu,70,500
3626,AmebaWater,0,0
3627,AmebaWater,0,0
3628,Volvic,66,500
3629,Volvic,66,500
3630,AmebaWater,0,0
3631,Wilkinson,75,500
3632,AmebaWater,0,0
3633,AlcaliIonWater,79,2000
3634,Irohasu,70,500
3635,Wilkinson,75,500
3636,AmebaWater,0,0
3637,AmebaWater,0,0
3638,Contrex,108,1500
3639,AmebaWater,0,0
3640,Volvic,66,500
3641,AlcaliIonWater,79,2000
3642,Volvic,66,500
3643,Volvic,66,500
3644,AmebaWater,0,0
3645,AlcaliIonWater,79,2000
3646,Volvic,66,500
3647,Volvic,66,500
3648,Volvic,66,500
3649,Contrex,108,1500
3650,Volvic,66,500
